Date,Time (est),Month,Temperature,Relative Humidity,Dwpt
21,00:54,4,53,57.0,29.9
21,01:54,4,51,69.0,29.88
21,02:54,4,49,74.0,29.88
21,03:54,4,48,74.0,29.85
21,04:54,4,48,74.0,29.84
21,05:54,4,52,77.0,29.83
21,06:54,4,57,72.0,29.8
21,07:54,4,62,62.0,29.76
21,08:54,4,66,56.0,29.74
21,09:54,4,69,51.0,29.7
21,10:54,4,70,46.0,29.65
21,11:54,4,69,51.0,29.61
21,12:54,4,70,42.0,29.57
21,13:54,4,62,65.0,29.54
21,14:54,4,60,70.0,29.52
21,15:54,4,58,75.0,29.51
21,16:54,4,59,78.0,29.5
21,17:54,4,55,77.0,29.49
21,18:54,4,54,75.0,29.49
21,19:54,4,49,74.0,29.52
21,20:54,4,45,68.0,29.55
21,21:54,4,42,62.0,29.55
21,22:54,4,40,60.0,29.55
21,23:54,4,38,60.0,29.57
22,00:54,4,37,57.0,29.55
22,01:54,4,37,54.0,29.55
22,02:54,4,35,54.0,29.57
22,03:54,4,35,50.0,29.58
22,04:54,4,35,52.0,29.6
22,05:54,4,35,52.0,29.62
22,06:54,4,36,52.0,29.63
22,07:54,4,39,39.0,29.63
22,08:54,4,41,35.0,29.63
22,09:54,4,42,35.0,29.63
22,10:54,4,43,35.0,29.63
22,11:54,4,44,34.0,29.63
22,12:54,4,43,35.0,29.64
22,13:54,4,44,32.0,29.63
22,14:54,4,46,31.0,29.62
22,15:54,4,45,34.0,29.65
22,16:54,4,46,31.0,29.66
22,17:54,4,44,31.0,29.7
22,18:54,4,43,32.0,29.73
22,19:54,4,42,36.0,29.76
22,20:54,4,42,36.0,29.77
22,21:54,4,41,38.0,29.78
22,22:54,4,41,41.0,29.79
22,23:54,4,41,41.0,29.79
23,00:54,4,40,43.0,29.79
23,01:54,4,39,46.0,29.79
23,02:54,4,39,48.0,29.8
23,03:54,4,39,48.0,29.8
23,04:54,4,39,48.0,29.81
23,05:54,4,40,49.0,29.82
23,06:54,4,43,43.0,29.83
23,07:54,4,46,42.0,29.81
23,08:54,4,49,36.0,29.8
23,09:54,4,52,31.0,29.8
23,10:54,4,55,29.0,29.78
23,11:54,4,56,29.0,29.77
23,12:54,4,57,27.0,29.78
23,13:54,4,58,27.0,29.76
23,14:54,4,60,25.0,29.75
23,15:54,4,60,23.0,29.75
23,16:54,4,59,24.0,29.76
23,17:54,4,58,25.0,29.77
23,18:54,4,57,25.0,29.8
23,19:54,4,56,27.0,29.83
23,20:54,4,56,27.0,29.85
23,21:54,4,55,29.0,29.85
23,22:54,4,52,37.0,29.86
23,23:54,4,51,38.0,29.86
24,00:54,4,51,39.0,29.85
24,01:54,4,52,37.0,29.85
24,02:54,4,52,38.0,29.85
24,03:54,4,53,37.0,29.87
24,04:54,4,52,40.0,29.89
24,05:54,4,53,41.0,29.91
24,06:54,4,55,38.0,29.91
24,07:54,4,60,33.0,29.9
24,08:54,4,63,33.0,29.91
24,09:54,4,66,28.0,29.91
24,10:54,4,70,25.0,29.91
24,11:54,4,71,21.0,29.88
24,12:54,4,72,19.0,29.86
24,13:54,4,72,19.0,29.85
24,14:54,4,73,19.0,29.85
24,15:54,4,72,18.0,29.83
24,16:54,4,71,19.0,29.83
24,17:54,4,70,19.0,29.84
24,18:54,4,69,21.0,29.85
24,19:54,4,63,31.0,29.87
24,20:54,4,63,30.0,29.88
24,21:54,4,61,31.0,29.88
24,22:54,4,60,33.0,29.87
24,23:54,4,57,41.0,29.86
25,00:54,4,56,42.0,29.84
25,01:54,4,54,49.0,29.81
25,02:54,4,53,52.0,29.79
25,03:54,4,52,64.0,29.78
25,04:54,4,52,61.0,29.77
25,05:54,4,53,57.0,29.79
25,06:54,4,53,61.0,29.79
25,07:54,4,53,66.0,29.79
25,08:54,4,52,77.0,29.78
25,09:54,4,53,77.0,29.77
25,10:54,4,53,74.0,29.76
25,11:54,4,50,86.0,29.74
25,12:54,4,51,83.0,29.72
25,13:54,4,54,69.0,29.69
25,14:54,4,53,66.0,29.67
25,15:54,4,54,64.0,29.67
25,16:54,4,55,59.0,29.67
25,17:54,4,55,57.0,29.68
25,18:54,4,53,61.0,29.69
25,19:54,4,53,59.0,29.71
25,20:54,4,53,64.0,29.71
25,21:54,4,52,66.0,29.7
25,22:54,4,51,69.0,29.7
25,23:54,4,51,71.0,29.7
26,00:54,4,51,66.0,29.7
26,01:54,4,51,56.0,29.7
26,02:54,4,49,55.0,29.72
26,03:54,4,48,54.0,29.74
26,04:54,4,48,54.0,29.76
26,05:54,4,48,54.0,29.8
26,06:54,4,47,46.0,29.83
26,07:54,4,49,43.0,29.83
26,08:54,4,48,41.0,29.85
26,09:54,4,50,36.0,29.85
26,10:54,4,51,35.0,29.86
26,11:54,4,52,31.0,29.85
26,12:54,4,54,30.0,29.85
26,13:54,4,56,27.0,29.85
26,14:54,4,57,26.0,29.85
26,15:54,4,56,26.0,29.87
26,16:54,4,56,26.0,29.88
26,17:54,4,55,26.0,29.9
26,18:54,4,53,28.0,29.94
26,19:54,4,51,32.0,29.97
26,20:54,4,50,33.0,29.99
26,21:54,4,49,35.0,30
26,22:54,4,47,39.0,30.01
26,23:54,4,48,36.0,29.99
27,00:54,4,47,37.0,29.98
27,01:54,4,46,38.0,30
27,02:54,4,45,40.0,30.01
27,03:54,4,46,34.0,30
27,04:54,4,46,32.0,30.01
27,05:54,4,47,31.0,30.03
27,06:54,4,48,29.0,30.03
27,07:54,4,49,27.0,30.03
27,08:54,4,51,25.0,30.03
27,09:54,4,52,27.0,30.01
27,10:54,4,54,26.0,29.98
27,11:54,4,55,24.0,29.97
27,12:54,4,60,22.0,29.94
27,13:54,4,61,22.0,29.92
27,14:54,4,65,21.0,29.9
27,15:54,4,68,23.0,29.89
27,16:54,4,68,26.0,29.87
27,17:54,4,69,25.0,29.88
27,18:54,4,67,28.0,29.89
27,19:54,4,67,31.0,29.91
27,20:54,4,61,43.0,29.93
27,21:54,4,63,35.0,29.93
27,22:54,4,60,36.0,29.94
27,23:54,4,60,35.0,29.93
28,00:54,4,56,51.0,29.92
28,01:54,4,55,59.0,29.97
28,02:54,4,52,80.0,29.95
28,03:54,4,50,83.0,29.91
28,04:54,4,51,80.0,29.94
28,05:54,4,52,77.0,29.93
28,06:54,4,52,80.0,29.91
28,07:54,4,52,80.0,29.92
28,08:54,4,53,80.0,29.93
28,09:54,4,54,77.0,29.92
28,10:54,4,56,67.0,29.92
28,11:54,4,57,62.0,29.9
28,12:54,4,56,65.0,29.88
28,13:54,4,55,69.0,29.87
28,14:54,4,53,69.0,29.84
28,15:54,4,52,72.0,29.83
28,16:54,4,51,71.0,29.83
28,17:54,4,50,77.0,29.82
28,18:54,4,52,75.0,29.88
28,19:54,4,50,77.0,29.85
28,20:54,4,50,83.0,29.85
28,21:54,4,50,83.0,29.82
28,22:54,4,49,86.0,29.81
28,23:54,4,50,86.0,29.81
29,00:54,4,50,83.0,29.81
29,01:54,4,49,83.0,29.82
29,02:54,4,49,83.0,29.81
29,03:54,4,49,83.0,29.8
29,04:54,4,49,83.0,29.8
29,05:54,4,49,86.0,29.82
29,06:54,4,49,90.0,29.82
29,07:54,4,49,90.0,29.8
29,08:54,4,49,90.0,29.8
29,09:54,4,50,86.0,29.8
29,10:54,4,49,93.0,29.77
29,11:54,4,50,89.0,29.75
29,12:54,4,49,90.0,29.73
29,13:54,4,49,90.0,29.71
29,14:54,4,50,89.0,29.7
29,15:54,4,49,90.0,29.66
29,16:54,4,49,90.0,29.62
29,17:54,4,49,86.0,29.59
29,18:54,4,49,86.0,29.55
29,19:54,4,48,89.0,29.54
29,20:54,4,49,90.0,29.51
29,21:54,4,48,89.0,29.47
29,22:54,4,49,90.0,29.43
29,23:54,4,49,90.0,29.4
30,00:54,4,48,89.0,29.34
30,01:54,4,49,86.0,29.31
30,02:54,4,49,86.0,29.31
30,03:54,4,49,86.0,29.3
30,04:54,4,50,86.0,29.28
30,05:54,4,51,86.0,29.27
30,06:54,4,54,80.0,29.26
30,07:54,4,59,72.0,29.27
30,08:54,4,61,58.0,29.26
30,09:54,4,63,52.0,29.25
30,10:54,4,62,52.0,29.24
30,11:54,4,63,48.0,29.23
30,12:54,4,63,45.0,29.23
30,13:54,4,63,47.0,29.23
30,14:54,4,65,42.0,29.22
30,15:54,4,63,41.0,29.27
30,16:54,4,60,44.0,29.3
30,17:54,4,58,48.0,29.31
30,18:54,4,56,47.0,29.34
30,19:54,4,54,49.0,29.37
30,20:54,4,53,51.0,29.39
30,21:54,4,50,63.0,29.42
30,22:54,4,48,86.0,29.46
30,23:54,4,46,86.0,29.48
1,00:54,5,46,89.0,29.49
1,01:54,5,45,80.0,29.51
1,02:54,5,44,76.0,29.53
1,03:54,5,44,73.0,29.56
1,04:54,5,45,68.0,29.6
1,05:54,5,47,63.0,29.64
1,06:54,5,47,61.0,29.68
1,07:54,5,47,59.0,29.7
1,08:54,5,53,48.0,29.72
1,09:54,5,56,46.0,29.72
1,10:54,5,58,44.0,29.74
1,11:54,5,60,41.0,29.73
1,12:54,5,63,35.0,29.74
1,13:54,5,63,35.0,29.74
1,14:54,5,65,28.0,29.75
1,15:54,5,63,21.0,29.77
1,16:54,5,63,24.0,29.77
1,17:54,5,61,26.0,29.78
1,18:54,5,59,25.0,29.79
1,19:54,5,57,29.0,29.8
1,20:54,5,57,29.0,29.81
1,21:54,5,56,30.0,29.82
1,22:54,5,55,30.0,29.81
1,23:54,5,54,35.0,29.8
2,00:54,5,53,40.0,29.77
2,01:54,5,55,35.0,29.8
2,02:54,5,52,53.0,29.78
2,03:54,5,50,66.0,29.74
2,04:54,5,51,66.0,29.72
2,05:54,5,54,53.0,29.7
2,06:54,5,56,49.0,29.69
2,07:54,5,63,35.0,29.67
2,08:54,5,66,32.0,29.65
2,09:54,5,70,31.0,29.65
2,10:54,5,71,30.0,29.62
2,11:54,5,74,29.0,29.62
2,12:54,5,74,29.0,29.62
2,13:54,5,75,28.0,29.61
2,14:54,5,76,33.0,29.62
2,15:54,5,75,33.0,29.63
2,16:54,5,72,40.0,29.66
2,17:54,5,70,42.0,29.67
2,18:54,5,69,42.0,29.71
2,19:54,5,66,47.0,29.73
2,20:54,5,64,48.0,29.75
2,21:54,5,63,58.0,29.77
2,22:54,5,62,58.0,29.79
2,23:54,5,62,56.0,29.8
3,00:54,5,61,56.0,29.81
3,01:54,5,60,62.0,29.83
3,02:54,5,60,62.0,29.84
3,03:54,5,60,58.0,29.86
3,04:54,5,58,65.0,29.87
3,05:54,5,60,56.0,29.89
3,06:54,5,61,46.0,29.91
3,07:54,5,63,43.0,29.92
3,08:54,5,63,41.0,29.91
3,09:54,5,62,44.0,29.92
3,10:54,5,63,45.0,29.92
3,11:54,5,63,41.0,29.91
3,12:54,5,60,50.0,29.91
3,13:54,5,58,60.0,29.9
3,14:54,5,54,69.0,29.89
3,15:54,5,53,64.0,29.89
3,16:54,5,53,64.0,29.89
3,17:54,5,52,66.0,29.88
3,18:54,5,52,69.0,29.89
3,19:54,5,53,61.0,29.9
3,20:54,5,52,72.0,29.9
3,21:54,5,51,80.0,29.87
3,22:54,5,51,80.0,29.88
3,23:54,5,50,83.0,29.85
4,00:54,5,50,86.0,29.8
4,01:54,5,49,86.0,29.79
4,02:54,5,49,86.0,29.78
4,03:54,5,49,90.0,29.77
4,04:54,5,48,86.0,29.78
4,05:54,5,48,86.0,29.78
4,06:54,5,49,86.0,29.78
4,07:54,5,49,86.0,29.78
4,08:54,5,49,86.0,29.78
4,09:54,5,49,86.0,29.8
4,10:54,5,49,86.0,29.83
4,11:54,5,49,86.0,29.82
4,12:54,5,50,83.0,29.82
4,13:54,5,52,77.0,29.82
4,14:54,5,53,69.0,29.83
4,15:54,5,55,64.0,29.81
4,16:54,5,53,66.0,29.82
4,17:54,5,52,69.0,29.84
4,18:54,5,51,71.0,29.86
4,19:54,5,51,71.0,29.87
4,20:54,5,51,71.0,29.87
4,21:54,5,51,71.0,29.85
4,22:54,5,50,74.0,29.88
4,23:54,5,49,83.0,29.83
5,00:54,5,49,83.0,29.82
5,01:54,5,48,83.0,29.8
5,02:54,5,48,86.0,29.79
5,03:54,5,48,86.0,29.78
5,04:54,5,48,89.0,29.8
5,05:54,5,48,89.0,29.79
5,06:54,5,48,89.0,29.8
5,08:54,5,49,90.0,29.77
5,09:54,5,49,90.0,29.75
5,10:54,5,49,90.0,29.75
5,11:54,5,49,90.0,29.73
5,12:54,5,49,86.0,29.71
5,13:54,5,50,86.0,29.7
5,14:54,5,50,86.0,29.67
5,15:54,5,50,86.0,29.68
5,16:54,5,49,86.0,29.68
5,17:54,5,49,86.0,29.68
5,18:54,5,49,83.0,29.69
5,19:54,5,49,83.0,29.71
5,20:54,5,49,86.0,29.73
5,21:54,5,50,86.0,29.72
5,22:54,5,50,86.0,29.72
5,23:54,5,50,86.0,29.71
6,00:54,5,51,86.0,29.71
6,01:54,5,52,83.0,29.71
6,02:54,5,53,83.0,29.72
6,03:54,5,53,77.0,29.73
6,04:54,5,52,80.0,29.75
6,05:54,5,53,69.0,29.77
6,06:54,5,54,64.0,29.79
6,07:54,5,56,55.0,29.81
6,08:54,5,58,48.0,29.83
6,09:54,5,60,42.0,29.83
6,10:54,5,61,39.0,29.84
6,11:54,5,63,33.0,29.83
6,12:54,5,64,30.0,29.83
6,13:54,5,65,29.0,29.82
6,14:54,5,67,28.0,29.81
6,15:54,5,66,26.0,29.83
6,16:54,5,66,25.0,29.85
6,17:54,5,65,24.0,29.87
6,18:54,5,62,26.0,29.89
6,19:54,5,61,27.0,29.91
6,20:54,5,58,32.0,29.93
6,21:54,5,57,32.0,29.93
6,22:54,5,54,38.0,29.95
6,23:54,5,52,50.0,29.96
7,00:54,5,54,38.0,29.96
7,01:54,5,53,38.0,29.95
7,02:54,5,50,48.0,29.95
7,03:54,5,50,50.0,29.96
7,04:54,5,49,50.0,29.97
7,05:54,5,53,45.0,29.97
7,06:54,5,55,44.0,29.98
7,07:54,5,55,51.0,29.98
7,08:54,5,55,57.0,29.99
7,09:54,5,55,67.0,30
7,10:54,5,55,64.0,30
7,11:54,5,55,59.0,29.99
7,12:54,5,55,59.0,29.98
7,13:54,5,54,59.0,29.98
7,14:54,5,54,59.0,29.96
7,15:54,5,51,66.0,29.96
7,16:54,5,51,64.0,29.97
7,17:54,5,51,61.0,29.96
7,18:54,5,50,61.0,29.95
7,19:54,5,49,66.0,29.94
7,20:54,5,49,66.0,29.91
7,21:54,5,48,68.0,29.94
7,22:54,5,48,71.0,29.91
7,23:54,5,48,71.0,29.91
8,00:54,5,48,68.0,29.87
8,01:54,5,47,69.0,29.86
8,02:54,5,47,69.0,29.86
8,03:54,5,46,68.0,29.83
8,04:54,5,47,61.0,29.83
8,05:54,5,48,56.0,29.84
8,06:54,5,51,48.0,29.84
8,07:54,5,51,56.0,29.85
8,08:54,5,52,61.0,29.86
8,09:54,5,52,59.0,29.88
8,10:54,5,54,55.0,29.87
8,11:54,5,54,53.0,29.85
8,12:54,5,53,55.0,29.85
8,13:54,5,53,59.0,29.84
8,14:54,5,52,57.0,29.83
8,15:54,5,52,57.0,29.84
8,16:54,5,52,55.0,29.84
8,17:54,5,52,59.0,29.84
8,18:54,5,54,51.0,29.85
8,19:54,5,54,57.0,29.86
8,20:54,5,53,59.0,29.87
8,21:54,5,52,61.0,29.88
8,22:54,5,52,61.0,29.88
8,23:54,5,53,59.0,29.87
9,00:54,5,53,59.0,29.87
9,01:54,5,52,61.0,29.87
9,02:54,5,51,64.0,29.88
9,03:54,5,50,66.0,29.9
9,04:54,5,50,66.0,29.92
9,05:54,5,51,64.0,29.94
9,06:54,5,55,57.0,29.95
9,07:54,5,58,50.0,29.96
9,08:54,5,60,44.0,29.95
9,09:54,5,63,40.0,29.95
9,10:54,5,66,36.0,29.94
9,11:54,5,67,32.0,29.91
9,12:54,5,69,26.0,29.89
9,13:54,5,69,26.0,29.87
9,14:54,5,68,25.0,29.86
9,15:54,5,66,27.0,29.88
9,16:54,5,66,25.0,29.87
9,17:54,5,65,26.0,29.87
9,18:54,5,64,28.0,29.9
9,19:54,5,61,39.0,29.9
9,20:54,5,58,50.0,29.93
9,21:54,5,56,57.0,29.94
9,22:54,5,55,62.0,29.92
9,23:54,5,53,72.0,29.87
10,00:54,5,52,75.0,29.84
10,01:54,5,50,80.0,29.81
10,02:54,5,50,86.0,29.8
10,03:54,5,50,83.0,29.8
10,04:54,5,50,86.0,29.81
10,05:54,5,50,86.0,29.81
10,06:54,5,51,83.0,29.82
10,07:54,5,53,74.0,29.81
10,08:54,5,54,72.0,29.83
10,09:54,5,55,69.0,29.85
10,10:54,5,57,62.0,29.86
10,11:54,5,57,67.0,29.85
10,12:54,5,57,67.0,29.85
10,13:54,5,59,58.0,29.85
10,14:54,5,61,54.0,29.85
10,15:54,5,61,52.0,29.85
10,16:54,5,60,50.0,29.85
10,17:54,5,56,65.0,29.88
10,18:54,5,56,65.0,29.88
10,19:54,5,57,64.0,29.91
10,20:54,5,57,67.0,29.92
10,21:54,5,57,67.0,29.91
10,22:54,5,57,67.0,29.91
10,23:54,5,57,62.0,29.91
11,00:54,5,57,60.0,29.9
11,01:54,5,56,60.0,29.9
11,02:54,5,55,59.0,29.91
11,03:54,5,54,59.0,29.92
11,04:54,5,54,57.0,29.92
11,05:54,5,53,52.0,29.94
11,06:54,5,56,46.0,29.94
11,07:54,5,57,39.0,29.94
11,08:54,5,60,32.0,29.93
11,09:54,5,61,29.0,29.93
11,10:54,5,62,25.0,29.93
11,11:54,5,63,23.0,29.92
11,12:54,5,63,22.0,29.9
11,13:54,5,65,22.0,29.88
11,14:54,5,64,22.0,29.89
11,15:54,5,64,21.0,29.9
11,16:54,5,64,20.0,29.9
11,17:54,5,62,21.0,29.91
11,18:54,5,60,22.0,29.93
11,19:54,5,58,25.0,29.96
11,20:54,5,56,28.0,29.97
11,21:54,5,54,31.0,29.97
11,22:54,5,53,32.0,29.97
11,23:54,5,52,35.0,29.98
12,00:54,5,51,38.0,29.97
12,01:54,5,50,41.0,29.97
12,02:54,5,49,44.0,29.96
12,03:54,5,49,48.0,29.97
12,04:54,5,48,52.0,29.99
12,05:54,5,50,50.0,30
12,06:54,5,52,50.0,30.01
12,07:54,5,55,47.0,30.03
12,08:54,5,58,44.0,30.03
12,09:54,5,61,41.0,30.04
12,10:54,5,63,38.0,30.05
12,11:54,5,64,34.0,30.05
12,12:54,5,66,29.0,30.04
12,13:54,5,67,27.0,30.03
12,14:54,5,66,30.0,30.05
12,15:54,5,64,32.0,30.07
12,16:54,5,65,33.0,30.08
12,17:54,5,64,32.0,30.09
12,18:54,5,58,51.0,30.12
12,19:54,5,58,51.0,30.14
12,20:54,5,55,55.0,30.16
12,21:54,5,56,55.0,30.16
12,22:54,5,57,47.0,30.16
12,23:54,5,57,41.0,30.15
13,00:54,5,55,44.0,30.15
13,01:54,5,54,47.0,30.14
13,02:54,5,53,48.0,30.15
13,03:54,5,52,50.0,30.15
13,04:54,5,52,50.0,30.16
13,05:54,5,54,49.0,30.17
13,06:54,5,59,42.0,30.17
13,07:54,5,63,34.0,30.17
13,08:54,5,66,32.0,30.17
13,09:54,5,66,34.0,30.16
13,10:54,5,66,37.0,30.15
13,11:54,5,68,23.0,30.14
13,12:54,5,70,23.0,30.13
13,13:54,5,69,22.0,30.12
13,14:54,5,67,35.0,30.11
13,15:54,5,66,36.0,30.1
13,16:54,5,66,36.0,30.09
13,17:54,5,63,41.0,30.1
13,18:54,5,60,52.0,30.11
13,19:54,5,59,56.0,30.12
13,20:54,5,58,51.0,30.13
13,21:54,5,58,50.0,30.14
13,22:54,5,59,46.0,30.14
13,23:54,5,59,39.0,30.14
14,00:54,5,58,39.0,30.14
14,01:54,5,58,39.0,30.13
14,02:54,5,57,41.0,30.14
14,03:54,5,57,41.0,30.14
14,04:54,5,57,41.0,30.15
14,05:54,5,59,38.0,30.17
14,06:54,5,64,33.0,30.17
14,07:54,5,68,31.0,30.18
14,08:54,5,70,29.0,30.18
14,09:54,5,73,28.0,30.17
14,10:54,5,75,23.0,30.16
14,11:54,5,69,39.0,30.15
14,12:54,5,74,28.0,30.12
14,13:54,5,70,35.0,30.12
14,14:54,5,76,23.0,30.11
14,15:54,5,75,22.0,30.1
14,16:54,5,71,36.0,30.1
14,17:54,5,70,37.0,30.09
14,18:54,5,67,39.0,30.11
14,19:54,5,67,37.0,30.12
14,20:54,5,65,42.0,30.14
14,21:54,5,64,43.0,30.14
14,22:54,5,65,37.0,30.14
14,23:54,5,65,36.0,30.15
15,00:54,5,66,34.0,30.14
15,01:54,5,65,37.0,30.15
15,02:54,5,63,40.0,30.15
15,03:54,5,63,40.0,30.16
15,04:54,5,62,41.0,30.17
15,05:54,5,64,40.0,30.19
15,06:54,5,69,33.0,30.19
15,07:54,5,72,33.0,30.2
15,08:54,5,69,42.0,30.21
15,09:54,5,69,35.0,30.22
15,10:54,5,68,40.0,30.22
15,11:54,5,66,45.0,30.21
15,12:54,5,67,44.0,30.2
15,13:54,5,69,39.0,30.19
15,14:54,5,70,42.0,30.16
15,15:54,5,74,34.0,30.15
15,16:54,5,74,32.0,30.14
15,17:54,5,73,29.0,30.14
15,18:54,5,69,35.0,30.15
15,19:54,5,65,42.0,30.16
15,20:54,5,65,40.0,30.17
15,21:54,5,66,36.0,30.17
15,22:54,5,67,33.0,30.17
15,23:54,5,64,38.0,30.18
16,00:54,5,62,41.0,30.17
16,01:54,5,60,47.0,30.17
16,02:54,5,61,44.0,30.18
16,03:54,5,63,38.0,30.19
16,04:54,5,62,40.0,30.2
16,05:54,5,64,37.0,30.22
16,06:54,5,67,35.0,30.23
16,07:54,5,69,32.0,30.23
16,08:54,5,74,31.0,30.22
16,09:54,5,75,25.0,30.22
16,10:54,5,78,23.0,30.21
16,11:54,5,76,23.0,30.18
16,12:54,5,72,28.0,30.18
16,13:54,5,68,42.0,30.17
16,14:54,5,67,47.0,30.19
16,15:54,5,68,45.0,30.18
16,16:54,5,67,49.0,30.19
16,17:54,5,70,34.0,30.21
16,18:54,5,69,36.0,30.21
16,19:54,5,67,39.0,30.21
16,20:54,5,64,45.0,30.22
16,21:54,5,62,58.0,30.22
16,22:54,5,64,48.0,30.22
16,23:54,5,63,50.0,30.21
17,00:54,5,61,56.0,30.2
17,01:54,5,59,60.0,30.2
17,02:54,5,56,65.0,30.22
17,03:54,5,56,67.0,30.24
17,04:54,5,59,60.0,30.24
17,05:54,5,59,60.0,30.26
17,06:54,5,64,50.0,30.27
17,07:54,5,68,40.0,30.27
17,08:54,5,71,38.0,30.27
17,09:54,5,74,34.0,30.27
17,10:54,5,70,49.0,30.26
17,11:54,5,64,63.0,30.26
17,12:54,5,66,54.0,30.26
17,13:54,5,65,61.0,30.25
17,14:54,5,65,59.0,30.24
17,15:54,5,64,58.0,30.23
17,16:54,5,64,60.0,30.23
17,17:54,5,64,58.0,30.23
17,18:54,5,63,58.0,30.23
17,19:54,5,64,56.0,30.24
17,20:54,5,65,52.0,30.25
17,21:54,5,64,54.0,30.25
17,22:54,5,63,54.0,30.25
17,23:54,5,61,58.0,30.24
18,00:54,5,60,60.0,30.23
18,01:54,5,60,58.0,30.22
18,02:54,5,63,50.0,30.22
18,03:54,5,62,52.0,30.22
18,04:54,5,62,52.0,30.23
18,05:54,5,63,50.0,30.24
18,06:54,5,66,47.0,30.24
18,07:54,5,70,41.0,30.24
18,08:54,5,75,37.0,30.24
18,09:54,5,80,27.0,30.22
18,10:54,5,81,27.0,30.21
18,11:54,5,82,24.0,30.19
18,12:54,5,81,25.0,30.16
18,13:54,5,82,23.0,30.15
18,14:54,5,82,24.0,30.13
18,15:54,5,83,24.0,30.11
18,16:54,5,82,23.0,30.12
18,17:54,5,82,23.0,30.13
18,18:54,5,79,26.0,30.12
18,19:54,5,78,28.0,30.15
18,20:54,5,76,31.0,30.16
18,21:54,5,75,33.0,30.17
18,22:54,5,73,37.0,30.17
18,23:54,5,72,38.0,30.17
19,00:54,5,71,41.0,30.17
19,01:54,5,71,41.0,30.17
19,02:54,5,69,45.0,30.17
19,03:54,5,68,47.0,30.19
19,04:54,5,68,45.0,30.21
19,05:54,5,67,49.0,30.24
19,06:54,5,69,38.0,30.27
19,07:54,5,70,32.0,30.29
19,08:54,5,71,34.0,30.3
19,09:54,5,70,38.0,30.3
19,10:54,5,68,40.0,30.31
19,11:54,5,68,38.0,30.32
19,12:54,5,67,47.0,30.31
19,13:54,5,67,44.0,30.29
19,14:54,5,67,44.0,30.29
19,15:54,5,67,45.0,30.29
19,16:54,5,68,44.0,30.29
19,17:54,5,67,37.0,30.3
19,18:54,5,64,48.0,30.31
19,19:54,5,66,37.0,30.33
19,20:54,5,65,40.0,30.35
19,21:54,5,64,50.0,30.36
19,22:54,5,61,56.0,30.38
19,23:54,5,59,62.0,30.39
20,00:54,5,59,58.0,30.4
20,01:54,5,59,58.0,30.41
20,02:54,5,57,69.0,30.42
20,03:54,5,57,69.0,30.44
20,04:54,5,56,84.0,30.46
20,05:54,5,59,72.0,30.48
20,06:54,5,63,58.0,30.49
20,07:54,5,65,54.0,30.51
20,08:54,5,64,60.0,30.51
20,09:54,5,66,56.0,30.51
20,10:54,5,68,51.0,30.51
20,11:54,5,67,45.0,30.5
20,12:54,5,66,49.0,30.5
20,13:54,5,65,56.0,30.5
20,14:54,5,65,61.0,30.49
20,15:54,5,65,61.0,30.48
20,16:54,5,65,59.0,30.48
20,17:54,5,62,65.0,30.48
20,18:54,5,62,65.0,30.47
20,19:54,5,61,70.0,30.48
20,20:54,5,61,72.0,30.5
20,21:54,5,61,67.0,30.5
20,22:54,5,59,72.0,30.5
20,23:54,5,58,75.0,30.5
21,00:54,5,58,72.0,30.5
21,01:54,5,57,72.0,30.49
21,02:54,5,56,75.0,30.5
21,03:54,5,56,72.0,30.5
21,04:54,5,57,69.0,30.5
21,05:54,5,58,70.0,30.51
21,06:54,5,62,58.0,30.5
21,07:54,5,65,51.0,30.5
21,08:54,5,70,41.0,30.48
21,09:54,5,74,38.0,30.47
21,10:54,5,76,40.0,30.45
21,11:54,5,79,38.0,30.43
21,12:54,5,78,40.0,30.41
21,13:54,5,79,41.0,30.4
21,14:54,5,81,37.0,30.37
21,15:54,5,80,39.0,30.35
21,16:54,5,78,40.0,30.34
21,17:54,5,74,46.0,30.34
21,18:54,5,71,49.0,30.33
21,19:54,5,68,53.0,30.34
21,20:54,5,66,56.0,30.34
21,21:54,5,66,54.0,30.33
21,22:54,5,65,56.0,30.3
21,23:54,5,65,56.0,30.29
22,00:54,5,64,58.0,30.26
22,01:54,5,64,58.0,30.24
22,02:54,5,64,58.0,30.23
22,03:54,5,63,60.0,30.23
22,04:54,5,62,65.0,30.22
22,05:54,5,63,65.0,30.21
22,06:54,5,65,63.0,30.2
22,07:54,5,67,61.0,30.19
22,08:54,5,73,53.0,30.16
22,09:54,5,78,50.0,30.13
22,10:54,5,84,40.0,30.1
22,11:54,5,86,37.0,30.07
22,12:54,5,88,35.0,30.05
22,13:54,5,86,40.0,30.02
22,14:54,5,84,44.0,29.99
22,15:54,5,82,49.0,29.97
22,16:54,5,85,46.0,29.95
22,17:54,5,85,43.0,29.95
22,18:54,5,76,62.0,29.97
22,19:54,5,70,73.0,29.97
22,20:54,5,72,71.0,29.96
22,21:54,5,76,62.0,29.94
22,22:54,5,72,71.0,29.93
22,23:54,5,77,56.0,29.91
23,00:54,5,77,54.0,29.9
23,01:54,5,75,58.0,29.88
23,02:54,5,74,57.0,29.87
23,03:54,5,74,57.0,29.86
23,04:54,5,73,59.0,29.86
23,05:54,5,74,60.0,29.86
23,06:54,5,77,56.0,29.86
23,07:54,5,80,51.0,29.84
23,08:54,5,82,49.0,29.82
