Date,Time (est),Month,DayOfWeek,Temperature (ºF),Relative Humidity,Dwpt
6,01:54,6,3,68.0,90.0,29.72
6,02:54,6,3,67.0,93.0,29.69
6,03:54,6,3,69.0,90.0,29.69
6,04:54,6,3,68.0,93.0,29.68
6,05:54,6,3,68.0,93.0,29.67
6,06:54,6,3,68.0,90.0,29.67
6,07:54,6,3,68.0,93.0,29.66
6,08:54,6,3,66.0,90.0,29.64
6,09:54,6,3,70.0,90.0,29.64
6,10:54,6,3,67.0,91.0,29.63
6,11:54,6,3,70.0,90.0,29.62
6,12:54,6,3,70.0,87.0,29.59
6,13:54,6,3,70.0,84.0,29.57
6,14:54,6,3,68.0,87.0,29.54
6,15:54,6,3,67.0,91.0,29.54
6,16:54,6,3,65.0,93.0,29.53
6,17:54,6,3,63.0,97.0,29.52
6,18:54,6,3,62.0,96.0,29.55
6,19:54,6,3,61.0,100.0,29.53
6,20:54,6,3,61.0,100.0,29.53
6,21:54,6,3,61.0,100.0,29.53
6,22:54,6,3,61.0,100.0,29.54
6,23:54,6,3,62.0,100.0,29.54
7,00:54,6,4,63.0,93.0,29.54
7,01:54,6,4,63.0,93.0,29.53
7,02:54,6,4,63.0,90.0,29.53
7,03:54,6,4,63.0,90.0,29.54
7,04:54,6,4,64.0,90.0,29.55
7,05:54,6,4,64.0,90.0,29.57
7,06:54,6,4,67.0,81.0,29.57
7,07:54,6,4,66.0,87.0,29.59
7,08:54,6,4,66.0,84.0,29.59
7,09:54,6,4,69.0,78.0,29.58
7,10:54,6,4,69.0,78.0,29.58
7,11:54,6,4,69.0,78.0,29.57
7,12:54,6,4,68.0,78.0,29.56
7,13:54,6,4,64.0,87.0,29.56
7,14:54,6,4,66.0,84.0,29.55
7,15:54,6,4,67.0,81.0,29.54
7,16:54,6,4,68.0,81.0,29.53
7,17:54,6,4,68.0,84.0,29.54
7,18:54,6,4,66.0,87.0,29.57
7,19:54,6,4,65.0,90.0,29.60
7,20:54,6,4,65.0,90.0,29.61
7,21:54,6,4,63.0,97.0,29.63
7,22:54,6,4,62.0,96.0,29.61
7,23:54,6,4,63.0,93.0,29.62
8,00:54,6,5,64.0,68.0,29.61
8,01:54,6,5,62.0,70.0,29.60
8,02:54,6,5,61.0,75.0,29.59
8,03:54,6,5,61.0,70.0,29.61
8,04:54,6,5,61.0,70.0,29.62
8,05:54,6,5,62.0,70.0,29.64
8,06:54,6,5,65.0,66.0,29.65
8,07:54,6,5,68.0,57.0,29.64
8,08:54,6,5,70.0,53.0,29.64
8,09:54,6,5,72.0,50.0,29.65
8,10:54,6,5,72.0,48.0,29.65
8,11:54,6,5,74.0,43.0,29.65
8,12:54,6,5,74.0,45.0,29.64
8,13:54,6,5,74.0,46.0,29.65
8,14:54,6,5,75.0,45.0,29.65
8,15:54,6,5,74.0,46.0,29.66
8,16:54,6,5,74.0,43.0,29.66
8,17:54,6,5,72.0,44.0,29.69
8,18:54,6,5,70.0,49.0,29.70
8,19:54,6,5,69.0,51.0,29.72
8,20:54,6,5,68.0,55.0,29.72
8,21:54,6,5,68.0,57.0,29.72
8,22:54,6,5,68.0,57.0,29.73
8,23:54,6,5,65.0,66.0,29.71
9,00:54,6,6,66.0,63.0,29.70
9,01:54,6,6,67.0,59.0,29.68
9,02:54,6,6,66.0,61.0,29.67
9,03:54,6,6,65.0,61.0,29.66
9,04:54,6,6,65.0,63.0,29.64
9,05:54,6,6,66.0,56.0,29.64
9,06:54,6,6,65.0,61.0,29.63
9,07:54,6,6,65.0,63.0,29.62
9,08:54,6,6,64.0,63.0,29.59
9,09:54,6,6,60.0,80.0,29.57
9,10:54,6,6,58.0,90.0,29.53
9,11:54,6,6,58.0,90.0,29.54
9,12:54,6,6,58.0,93.0,29.54
9,13:54,6,6,63.0,81.0,29.52
9,14:54,6,6,65.0,70.0,29.53
9,15:54,6,6,68.0,63.0,29.52
9,16:54,6,6,70.0,59.0,29.50
9,17:54,6,6,69.0,57.0,29.51
9,18:54,6,6,69.0,57.0,29.52
9,19:54,6,6,66.0,65.0,29.53
9,20:54,6,6,66.0,56.0,29.54
9,21:54,6,6,65.0,54.0,29.54
9,22:54,6,6,64.0,56.0,29.53
9,23:54,6,6,61.0,65.0,29.53
10,00:54,6,0,60.0,70.0,29.53
10,01:54,6,0,60.0,70.0,29.52
10,02:54,6,0,60.0,72.0,29.52
10,03:54,6,0,60.0,67.0,29.54
10,04:54,6,0,59.0,75.0,29.55
10,05:54,6,0,61.0,67.0,29.56
10,06:54,6,0,64.0,60.0,29.56
10,07:54,6,0,66.0,56.0,29.56
10,08:54,6,0,68.0,55.0,29.56
10,09:54,6,0,70.0,51.0,29.56
10,10:54,6,0,73.0,46.0,29.56
10,11:54,6,0,74.0,45.0,29.57
10,12:54,6,0,76.0,40.0,29.57
10,13:54,6,0,74.0,43.0,29.57
10,14:54,6,0,76.0,42.0,29.58
10,15:54,6,0,77.0,35.0,29.59
10,16:54,6,0,75.0,40.0,29.60
10,17:54,6,0,73.0,46.0,29.62
10,18:54,6,0,70.0,51.0,29.65
10,19:54,6,0,68.0,55.0,29.68
10,20:54,6,0,66.0,59.0,29.71
10,21:54,6,0,64.0,63.0,29.73
10,22:54,6,0,63.0,65.0,29.75
10,23:54,6,0,63.0,65.0,29.77
11,00:54,6,1,61.0,70.0,29.78
11,01:54,6,1,61.0,70.0,29.79
11,02:54,6,1,60.0,72.0,29.80
11,03:54,6,1,60.0,72.0,29.82
11,04:54,6,1,59.0,78.0,29.83
11,05:54,6,1,61.0,72.0,29.85
11,06:54,6,1,64.0,65.0,29.86
11,07:54,6,1,66.0,63.0,29.88
11,08:54,6,1,68.0,59.0,29.89
11,09:54,6,1,68.0,57.0,29.89
11,10:54,6,1,71.0,49.0,29.89
11,11:54,6,1,70.0,53.0,29.90
11,12:54,6,1,66.0,68.0,29.91
11,13:54,6,1,67.0,68.0,29.91
11,14:54,6,1,67.0,68.0,29.91
11,15:54,6,1,67.0,68.0,29.91
11,16:54,6,1,66.0,70.0,29.91
11,17:54,6,1,64.0,78.0,29.93
11,18:54,6,1,64.0,78.0,29.93
11,19:54,6,1,64.0,78.0,29.93
11,20:54,6,1,63.0,78.0,29.95
11,21:54,6,1,64.0,75.0,29.96
11,22:54,6,1,63.0,78.0,29.97
11,23:54,6,1,61.0,87.0,29.96
12,00:54,6,2,60.0,86.0,29.97
12,01:54,6,2,61.0,87.0,29.96
12,02:54,6,2,62.0,84.0,29.96
12,03:54,6,2,62.0,86.0,29.97
12,04:54,6,2,64.0,81.0,29.97
12,05:54,6,2,64.0,81.0,29.97
12,06:54,6,2,68.0,70.0,29.98
12,07:54,6,2,68.0,76.0,29.99
12,08:54,6,2,71.0,63.0,29.98
12,09:54,6,2,73.0,64.0,29.98
12,10:54,6,2,72.0,59.0,29.98
12,11:54,6,2,69.0,68.0,29.98
12,12:54,6,2,72.0,61.0,29.97
12,13:54,6,2,71.0,61.0,29.95
12,14:54,6,2,72.0,61.0,29.95
12,15:54,6,2,72.0,59.0,29.94
12,16:54,6,2,71.0,61.0,29.93
12,17:54,6,2,69.0,70.0,29.93
12,18:54,6,2,68.0,70.0,29.93
12,19:54,6,2,68.0,70.0,29.94
12,20:54,6,2,67.0,76.0,29.96
12,21:54,6,2,67.0,76.0,29.96
12,22:54,6,2,69.0,66.0,29.97
12,23:54,6,2,67.0,66.0,29.98
13,00:54,6,3,66.0,65.0,29.97
13,01:54,6,3,65.0,68.0,29.96
13,02:54,6,3,62.0,75.0,29.96
13,03:54,6,3,62.0,75.0,29.98
13,04:54,6,3,62.0,75.0,30.00
13,05:54,6,3,65.0,63.0,30.01
13,06:54,6,3,69.0,57.0,30.00
13,07:54,6,3,71.0,51.0,30.01
13,08:54,6,3,75.0,46.0,30.01
13,09:54,6,3,77.0,43.0,29.99
13,10:54,6,3,78.0,40.0,29.98
13,11:54,6,3,80.0,41.0,29.97
13,12:54,6,3,82.0,37.0,29.96
13,13:54,6,3,78.0,50.0,29.94
13,14:54,6,3,79.0,49.0,29.93
13,15:54,6,3,82.0,47.0,29.91
13,16:54,6,3,80.0,52.0,29.91
13,17:54,6,3,78.0,56.0,29.91
13,18:54,6,3,77.0,56.0,29.93
13,19:54,6,3,74.0,62.0,29.93
13,20:54,6,3,74.0,60.0,29.93
13,21:54,6,3,73.0,59.0,29.91
13,22:54,6,3,71.0,61.0,29.92
13,23:54,6,3,69.0,66.0,29.91
14,00:54,6,4,68.0,70.0,29.89
14,01:54,6,4,67.0,76.0,29.87
14,02:54,6,4,67.0,73.0,29.87
14,03:54,6,4,67.0,76.0,29.87
14,04:54,6,4,66.0,78.0,29.88
14,05:54,6,4,68.0,76.0,29.87
14,06:54,6,4,72.0,68.0,29.87
14,07:54,6,4,76.0,60.0,29.86
14,08:54,6,4,78.0,60.0,29.85
14,09:54,6,4,81.0,57.0,29.85
14,10:54,6,4,83.0,55.0,29.84
14,11:54,6,4,84.0,53.0,29.83
14,12:54,6,4,68.0,90.0,29.88
14,13:54,6,4,67.0,93.0,29.84
14,14:54,6,4,70.0,84.0,29.83
14,15:54,6,4,70.0,84.0,29.83
14,16:54,6,4,70.0,84.0,29.82
14,17:54,6,4,68.0,81.0,29.81
14,18:54,6,4,71.0,79.0,29.82
14,19:54,6,4,69.0,78.0,29.82
14,20:54,6,4,69.0,81.0,29.84
14,21:54,6,4,69.0,87.0,29.82
14,22:54,6,4,69.0,90.0,29.85
14,23:54,6,4,67.0,97.0,29.84
15,00:54,6,5,66.0,96.0,29.84
15,01:54,6,5,69.0,90.0,29.82
15,02:54,6,5,69.0,87.0,29.83
15,03:54,6,5,67.0,84.0,29.84
15,04:54,6,5,66.0,84.0,29.87
15,05:54,6,5,67.0,79.0,29.89
15,06:54,6,5,69.0,73.0,29.91
15,07:54,6,5,70.0,68.0,29.92
15,08:54,6,5,69.0,66.0,29.92
15,09:54,6,5,72.0,53.0,29.93
15,10:54,6,5,74.0,41.0,29.93
15,11:54,6,5,75.0,33.0,29.94
15,12:54,6,5,76.0,32.0,29.95
15,13:54,6,5,76.0,32.0,29.95
15,14:54,6,5,76.0,31.0,29.95
15,15:54,6,5,76.0,31.0,29.96
15,16:54,6,5,76.0,30.0,29.98
15,17:54,6,5,74.0,29.0,30.00
15,18:54,6,5,72.0,31.0,30.02
15,19:54,6,5,70.0,32.0,30.05
15,20:54,6,5,64.0,63.0,30.09
15,21:54,6,5,65.0,45.0,30.10
15,22:54,6,5,64.0,45.0,30.12
15,23:54,6,5,62.0,48.0,30.14
16,00:54,6,6,60.0,52.0,30.16
16,01:54,6,6,59.0,56.0,30.17
16,02:54,6,6,58.0,58.0,30.17
16,03:54,6,6,57.0,60.0,30.19
16,04:54,6,6,58.0,58.0,30.22
16,05:54,6,6,60.0,53.0,30.24
16,06:54,6,6,63.0,50.0,30.26
16,07:54,6,6,64.0,46.0,30.27
16,08:54,6,6,66.0,42.0,30.27
16,09:54,6,6,65.0,52.0,30.27
16,10:54,6,6,65.0,56.0,30.27
16,11:54,6,6,66.0,52.0,30.27
16,12:54,6,6,66.0,54.0,30.25
16,13:54,6,6,66.0,49.0,30.24
16,14:54,6,6,66.0,49.0,30.24
16,15:54,6,6,66.0,50.0,30.22
16,16:54,6,6,65.0,49.0,30.22
16,17:54,6,6,65.0,56.0,30.22
16,18:54,6,6,64.0,60.0,30.22
16,19:54,6,6,63.0,63.0,30.22
16,20:54,6,6,64.0,65.0,30.23
16,21:54,6,6,63.0,68.0,30.22
16,22:54,6,6,62.0,73.0,30.22
16,23:54,6,6,62.0,75.0,30.22
17,00:54,6,0,62.0,73.0,30.22
17,01:54,6,0,62.0,73.0,30.22
17,02:54,6,0,61.0,72.0,30.22
17,03:54,6,0,60.0,75.0,30.23
17,04:54,6,0,60.0,80.0,30.22
17,05:54,6,0,62.0,80.0,30.24
17,06:54,6,0,64.0,78.0,30.24
17,07:54,6,0,67.0,76.0,30.22
17,08:54,6,0,72.0,64.0,30.21
17,09:54,6,0,74.0,57.0,30.19
17,10:54,6,0,77.0,52.0,30.16
17,11:54,6,0,79.0,52.0,30.14
17,12:54,6,0,80.0,52.0,30.14
17,13:54,6,0,79.0,54.0,30.12
17,14:54,6,0,78.0,56.0,30.10
17,15:54,6,0,78.0,56.0,30.11
17,16:54,6,0,78.0,56.0,30.11
17,17:54,6,0,76.0,60.0,30.11
17,18:54,6,0,75.0,60.0,30.13
17,19:54,6,0,72.0,66.0,30.14
17,20:54,6,0,72.0,66.0,30.14
17,21:54,6,0,71.0,68.0,30.15
17,22:54,6,0,70.0,71.0,30.14
17,23:54,6,0,70.0,73.0,30.14
18,00:54,6,1,69.0,76.0,30.14
18,01:54,6,1,69.0,76.0,30.14
18,02:54,6,1,68.0,81.0,30.14
18,03:54,6,1,68.0,81.0,30.15
18,04:54,6,1,68.0,81.0,30.17
18,05:54,6,1,71.0,76.0,30.19
18,06:54,6,1,74.0,71.0,30.20
18,07:54,6,1,76.0,69.0,30.21
18,08:54,6,1,80.0,64.0,30.21
18,09:54,6,1,85.0,57.0,30.21
18,10:54,6,1,84.0,63.0,30.20
18,11:54,6,1,85.0,61.0,30.19
18,12:54,6,1,86.0,59.0,30.18
18,13:54,6,1,85.0,61.0,30.18
18,14:54,6,1,84.0,63.0,30.18
18,15:54,6,1,92.0,47.0,30.16
18,16:54,6,1,89.0,55.0,30.16
18,17:54,6,1,86.0,59.0,30.16
18,18:54,6,1,84.0,63.0,30.18
18,19:54,6,1,81.0,69.0,30.20
18,20:54,6,1,79.0,72.0,30.22
18,21:54,6,1,77.0,74.0,30.22
18,22:54,6,1,77.0,74.0,30.23
18,23:54,6,1,76.0,72.0,30.24
19,00:54,6,2,75.0,69.0,30.24
19,01:54,6,2,74.0,67.0,30.25
19,02:54,6,2,73.0,64.0,30.26
19,03:54,6,2,71.0,63.0,30.27
19,04:54,6,2,71.0,66.0,30.28
19,05:54,6,2,72.0,66.0,30.29
19,06:54,6,2,75.0,64.0,30.29
19,07:54,6,2,79.0,62.0,30.29
19,08:54,6,2,82.0,60.0,30.28
19,09:54,6,2,86.0,59.0,30.29
19,10:54,6,2,89.0,55.0,30.28
19,11:54,6,2,92.0,54.0,30.26
19,12:54,6,2,93.0,52.0,30.25
19,13:54,6,2,94.0,51.0,30.24
19,14:54,6,2,98.0,43.0,30.23
19,15:54,6,2,92.0,52.0,30.22
19,16:54,6,2,86.0,65.0,30.23
19,17:54,6,2,86.0,63.0,30.24
19,18:54,6,2,82.0,69.0,30.25
19,19:54,6,2,80.0,71.0,30.24
19,20:54,6,2,81.0,69.0,30.27
19,21:54,6,2,79.0,72.0,30.27
19,22:54,6,2,79.0,69.0,30.24
19,23:54,6,2,78.0,67.0,30.24
20,00:54,6,3,77.0,66.0,30.24
20,01:54,6,3,76.0,60.0,30.23
20,02:54,6,3,75.0,55.0,30.23
20,03:54,6,3,74.0,57.0,30.23
20,04:54,6,3,74.0,60.0,30.23
20,05:54,6,3,76.0,60.0,30.24
20,06:54,6,3,79.0,62.0,30.24
20,07:54,6,3,83.0,59.0,30.23
20,08:54,6,3,87.0,55.0,30.23
20,09:54,6,3,89.0,55.0,30.23
20,10:54,6,3,91.0,54.0,30.22
20,11:54,6,3,92.0,54.0,30.21
20,12:54,6,3,94.0,51.0,30.19
20,13:54,6,3,95.0,47.0,30.17
20,14:54,6,3,95.0,43.0,30.14
20,15:54,6,3,94.0,51.0,30.13
20,16:54,6,3,94.0,51.0,30.14
20,17:54,6,3,93.0,52.0,30.14
20,18:54,6,3,91.0,54.0,30.14
20,19:54,6,3,77.0,79.0,30.22
20,20:54,6,3,74.0,85.0,30.25
20,21:54,6,3,69.0,93.0,30.20
20,22:54,6,3,71.0,94.0,30.19
20,23:54,6,3,73.0,84.0,30.18
21,00:54,6,4,72.0,87.0,30.17
21,01:54,6,4,72.0,84.0,30.17
21,02:54,6,4,72.0,82.0,30.17
21,03:54,6,4,69.0,90.0,30.16
21,04:54,6,4,71.0,87.0,30.16
21,05:54,6,4,75.0,79.0,30.18
21,06:54,6,4,78.0,74.0,30.17
21,07:54,6,4,80.0,69.0,30.17
21,08:54,6,4,82.0,69.0,30.17
21,09:54,6,4,81.0,67.0,30.18
21,10:54,6,4,79.0,69.0,30.19
21,11:54,6,4,76.0,58.0,30.19
21,12:54,6,4,74.0,64.0,30.18
21,13:54,6,4,73.0,66.0,30.17
21,14:54,6,4,73.0,64.0,30.15
21,15:54,6,4,71.0,71.0,30.15
21,16:54,6,4,68.0,76.0,30.15
21,17:54,6,4,66.0,81.0,30.16
21,18:54,6,4,64.0,96.0,30.18
21,19:54,6,4,65.0,90.0,30.16
21,20:54,6,4,64.0,93.0,30.15
21,21:54,6,4,64.0,93.0,30.14
21,22:54,6,4,65.0,93.0,30.12
21,23:54,6,4,64.0,93.0,30.11
22,00:54,6,5,65.0,93.0,30.11
22,01:54,6,5,65.0,93.0,30.10
22,02:54,6,5,65.0,97.0,30.08
22,03:54,6,5,65.0,93.0,30.07
22,04:54,6,5,64.0,93.0,30.06
22,05:54,6,5,65.0,90.0,30.08
22,06:54,6,5,66.0,90.0,30.07
22,07:54,6,5,66.0,90.0,30.08
22,08:54,6,5,66.0,93.0,30.07
22,09:54,6,5,68.0,84.0,30.05
22,10:54,6,5,67.0,84.0,30.06
22,11:54,6,5,68.0,84.0,30.05
22,12:54,6,5,67.0,84.0,30.04
22,13:54,6,5,67.0,81.0,30.03
22,14:54,6,5,65.0,84.0,30.03
22,15:54,6,5,63.0,90.0,30.03
22,16:54,6,5,63.0,93.0,30.02
22,17:54,6,5,63.0,93.0,30.00
22,18:54,6,5,63.0,93.0,30.02
22,19:54,6,5,63.0,93.0,30.01
22,20:54,6,5,63.0,93.0,30.02
22,21:54,6,5,63.0,93.0,30.01
22,22:54,6,5,63.0,93.0,30.01
22,23:54,6,5,63.0,93.0,29.98
23,00:54,6,6,62.0,96.0,29.98
23,01:54,6,6,62.0,96.0,29.95
23,02:54,6,6,62.0,96.0,29.93
23,03:54,6,6,62.0,96.0,29.90
23,04:54,6,6,61.0,100.0,29.88
23,05:54,6,6,63.0,100.0,29.86
23,06:54,6,6,63.0,100.0,29.85
23,07:54,6,6,64.0,100.0,29.82
23,08:54,6,6,65.0,100.0,29.78
23,09:54,6,6,71.0,94.0,29.74
23,10:54,6,6,79.0,82.0,29.71
23,11:54,6,6,81.0,77.0,29.67
23,12:54,6,6,85.0,70.0,29.64
23,13:54,6,6,87.0,61.0,29.59
23,14:54,6,6,84.0,67.0,29.57
23,15:54,6,6,84.0,70.0,29.55
23,16:54,6,6,81.0,74.0,29.53
23,17:54,6,6,80.0,76.0,29.53
23,18:54,6,6,77.0,85.0,29.53
23,19:54,6,6,78.0,79.0,29.52
23,20:54,6,6,77.0,85.0,29.54
23,21:54,6,6,76.0,85.0,29.52
23,22:54,6,6,75.0,82.0,29.51
23,23:54,6,6,75.0,82.0,29.50
24,00:54,6,0,74.0,85.0,29.49
24,01:54,6,0,75.0,82.0,29.49
24,02:54,6,0,74.0,85.0,29.48
24,03:54,6,0,74.0,85.0,29.48
24,04:54,6,0,74.0,85.0,29.49
24,05:54,6,0,76.0,79.0,29.49
24,06:54,6,0,78.0,64.0,29.49
24,07:54,6,0,79.0,56.0,29.50
24,08:54,6,0,79.0,56.0,29.52
24,09:54,6,0,80.0,51.0,29.52
24,10:54,6,0,80.0,47.0,29.52
24,11:54,6,0,81.0,45.0,29.52
24,12:54,6,0,79.0,45.0,29.52
24,13:54,6,0,80.0,44.0,29.52
24,14:54,6,0,80.0,44.0,29.51
24,15:54,6,0,80.0,42.0,29.51
24,16:54,6,0,79.0,45.0,29.52
24,17:54,6,0,77.0,50.0,29.55
24,18:54,6,0,75.0,54.0,29.56
24,19:54,6,0,72.0,64.0,29.59
24,20:54,6,0,70.0,73.0,29.61
24,21:54,6,0,67.0,87.0,29.64
24,22:54,6,0,66.0,90.0,29.66
24,23:54,6,0,65.0,87.0,29.68
25,00:54,6,1,66.0,81.0,29.70
25,01:54,6,1,66.0,75.0,29.70
25,02:54,6,1,66.0,75.0,29.72
25,03:54,6,1,66.0,73.0,29.73
25,04:54,6,1,67.0,71.0,29.75
25,05:54,6,1,68.0,68.0,29.76
25,06:54,6,1,71.0,61.0,29.76
25,07:54,6,1,75.0,58.0,29.78
25,08:54,6,1,79.0,49.0,29.81
25,09:54,6,1,82.0,42.0,29.81
25,10:54,6,1,85.0,37.0,29.81
25,11:54,6,1,88.0,30.0,29.79
25,12:54,6,1,86.0,31.0,29.79
25,13:54,6,1,88.0,30.0,29.79
25,14:54,6,1,88.0,29.0,29.79
25,15:54,6,1,89.0,29.0,29.79
25,16:54,6,1,87.0,31.0,29.79
25,17:54,6,1,86.0,33.0,29.79
25,18:54,6,1,84.0,36.0,29.79
25,19:54,6,1,82.0,42.0,29.79
25,20:54,6,1,79.0,49.0,29.80
25,21:54,6,1,77.0,50.0,29.80
25,22:54,6,1,77.0,48.0,29.79
25,23:54,6,1,76.0,48.0,29.78
26,00:54,6,2,75.0,48.0,29.78
26,01:54,6,2,74.0,48.0,29.76
26,02:54,6,2,73.0,51.0,29.74
26,03:54,6,2,73.0,53.0,29.74
26,04:54,6,2,72.0,59.0,29.73
26,05:54,6,2,74.0,60.0,29.73
26,06:54,6,2,77.0,56.0,29.72
26,07:54,6,2,80.0,52.0,29.71
26,08:54,6,2,82.0,53.0,29.70
26,09:54,6,2,84.0,51.0,29.70
26,10:54,6,2,86.0,49.0,29.69
26,11:54,6,2,87.0,50.0,29.69
26,12:54,6,2,88.0,48.0,29.67
26,13:54,6,2,90.0,45.0,29.66
26,14:54,6,2,90.0,44.0,29.65
26,15:54,6,2,89.0,45.0,29.64
26,16:54,6,2,83.0,65.0,29.64
26,17:54,6,2,79.0,72.0,29.65
26,18:54,6,2,76.0,79.0,29.66
26,19:54,6,2,74.0,82.0,29.70
26,20:54,6,2,71.0,84.0,29.71
26,21:54,6,2,70.0,87.0,29.69
26,22:54,6,2,70.0,93.0,29.73
26,23:54,6,2,67.0,93.0,29.62
27,00:54,6,3,66.0,100.0,29.62
27,01:54,6,3,68.0,93.0,29.61
27,02:54,6,3,68.0,93.0,29.62
27,03:54,6,3,68.0,93.0,29.66
27,04:54,6,3,67.0,93.0,29.63
27,05:54,6,3,68.0,84.0,29.65
27,06:54,6,3,69.0,84.0,29.68
27,07:54,6,3,70.0,79.0,29.70
27,08:54,6,3,73.0,66.0,29.69
27,09:54,6,3,75.0,64.0,29.69
27,10:54,6,3,78.0,54.0,29.70
27,11:54,6,3,80.0,49.0,29.70
27,12:54,6,3,81.0,49.0,29.70
27,13:54,6,3,83.0,43.0,29.70
27,14:54,6,3,85.0,36.0,29.69
27,15:54,6,3,82.0,44.0,29.69
27,16:54,6,3,82.0,46.0,29.70
27,17:54,6,3,82.0,42.0,29.71
27,18:54,6,3,79.0,42.0,29.75
27,19:54,6,3,77.0,45.0,29.80
27,20:54,6,3,72.0,46.0,29.86
27,21:54,6,3,69.0,45.0,29.90
27,22:54,6,3,67.0,44.0,29.92
27,23:54,6,3,66.0,45.0,29.93
28,00:54,6,4,64.0,48.0,29.95
28,01:54,6,4,62.0,50.0,29.98
28,02:54,6,4,61.0,52.0,29.99
28,03:54,6,4,60.0,53.0,30.01
28,04:54,6,4,60.0,53.0,30.04
28,05:54,6,4,61.0,50.0,30.06
28,06:54,6,4,63.0,43.0,30.09
28,07:54,6,4,65.0,37.0,30.09
28,08:54,6,4,67.0,35.0,30.10
28,09:54,6,4,69.0,35.0,30.11
28,10:54,6,4,71.0,32.0,30.11
28,11:54,6,4,72.0,31.0,30.12
28,12:54,6,4,67.0,49.0,30.13
28,13:54,6,4,66.0,59.0,30.13
28,14:54,6,4,69.0,47.0,30.14
28,15:54,6,4,69.0,53.0,30.14
28,16:54,6,4,69.0,55.0,30.14
28,17:54,6,4,69.0,53.0,30.15
28,18:54,6,4,68.0,55.0,30.16
28,19:54,6,4,66.0,56.0,30.18
28,20:54,6,4,64.0,63.0,30.19
28,21:54,6,4,64.0,65.0,30.21
28,22:54,6,4,63.0,65.0,30.22
28,23:54,6,4,63.0,65.0,30.23
29,00:54,6,5,62.0,70.0,30.22
29,01:54,6,5,63.0,60.0,30.23
29,02:54,6,5,63.0,63.0,30.23
29,03:54,6,5,63.0,63.0,30.26
29,04:54,6,5,62.0,70.0,30.26
29,05:54,6,5,62.0,75.0,30.27
29,06:54,6,5,64.0,75.0,30.27
29,07:54,6,5,65.0,70.0,30.27
29,08:54,6,5,66.0,65.0,30.25
29,09:54,6,5,67.0,61.0,30.23
29,10:54,6,5,68.0,53.0,30.21
29,11:54,6,5,69.0,55.0,30.20
29,12:54,6,5,71.0,53.0,30.18
29,13:54,6,5,72.0,57.0,30.16
29,14:54,6,5,73.0,64.0,30.14
29,15:54,6,5,73.0,69.0,30.12
29,16:54,6,5,73.0,71.0,30.08
29,17:54,6,5,72.0,76.0,30.05
29,18:54,6,5,72.0,76.0,30.04
29,19:54,6,5,73.0,76.0,30.04
29,20:54,6,5,73.0,81.0,30.03
29,21:54,6,5,73.0,84.0,30.00
29,22:54,6,5,74.0,85.0,29.99
29,23:54,6,5,73.0,87.0,29.97
30,00:54,6,6,75.0,84.0,29.96
30,01:54,6,6,75.0,84.0,29.93
30,02:54,6,6,75.0,84.0,29.91
30,03:54,6,6,74.0,88.0,29.91
30,04:54,6,6,74.0,91.0,29.91
30,05:54,6,6,75.0,88.0,29.91
30,06:54,6,6,77.0,85.0,29.89
30,07:54,6,6,80.0,79.0,29.88
30,08:54,6,6,82.0,74.0,29.87
30,09:54,6,6,85.0,68.0,29.86
30,10:54,6,6,86.0,67.0,29.83
30,11:54,6,6,85.0,72.0,29.81
30,12:54,6,6,85.0,72.0,29.79
30,13:54,6,6,82.0,74.0,29.80
30,14:54,6,6,79.0,85.0,29.80
30,15:54,6,6,78.0,87.0,29.78
30,16:54,6,6,77.0,90.0,29.79
30,17:54,6,6,75.0,82.0,29.81
30,18:54,6,6,74.0,82.0,29.80
30,19:54,6,6,73.0,87.0,29.82
30,20:54,6,6,73.0,84.0,29.82
30,21:54,6,6,73.0,84.0,29.80
30,22:54,6,6,74.0,82.0,29.80
30,23:54,6,6,75.0,76.0,29.79
1,00:54,7,0,75.0,74.0,29.81
1,01:54,7,0,74.0,62.0,29.83
1,02:54,7,0,73.0,64.0,29.84
1,03:54,7,0,71.0,68.0,29.85
1,04:54,7,0,70.0,71.0,29.88
1,05:54,7,0,71.0,68.0,29.90
1,06:54,7,0,73.0,62.0,29.91
1,07:54,7,0,72.0,61.0,29.93
1,08:54,7,0,75.0,60.0,29.95
1,09:54,7,0,75.0,58.0,29.96
1,10:54,7,0,75.0,55.0,29.98
1,11:54,7,0,74.0,60.0,29.98
1,12:54,7,0,67.0,76.0,30.00
1,13:54,7,0,64.0,87.0,30.02
1,14:54,7,0,69.0,76.0,30.01
1,15:54,7,0,73.0,69.0,30.01
1,16:54,7,0,71.0,71.0,30.02
1,17:54,7,0,74.0,62.0,30.03
1,18:54,7,0,72.0,61.0,30.05
1,19:54,7,0,74.0,54.0,30.07
1,20:54,7,0,67.0,73.0,30.10
1,21:54,7,0,72.0,64.0,30.11
1,22:54,7,0,71.0,63.0,30.12
1,23:54,7,0,69.0,59.0,30.13
2,00:54,7,1,68.0,57.0,30.13
2,01:54,7,1,68.0,55.0,30.13
2,02:54,7,1,67.0,57.0,30.14
2,03:54,7,1,65.0,61.0,30.15
2,04:54,7,1,65.0,61.0,30.16
2,05:54,7,1,68.0,55.0,30.19
2,06:54,7,1,70.0,53.0,30.20
2,07:54,7,1,74.0,50.0,30.22
2,08:54,7,1,75.0,50.0,30.24
2,09:54,7,1,75.0,48.0,30.25
2,10:54,7,1,77.0,45.0,30.24
